layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;F1;221.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;F2;3420.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;F3;2758.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;F4;3229.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;F5;3959.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;F6;7760.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Gf;10385.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Gm;10961.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Ns;634.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Ni;25179.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;P;25811.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;PH;25811.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Tb;3832.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Tc;21347.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Ve;1065.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Vi;4961.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Vp;819.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Vr;18333.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 09:00:00;2021-06-06 10:00:00;Vs;634.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;F1;234.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;F2;3446.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;F3;2737.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;F4;3273.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;F5;3988.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;F6;7891.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Gf;10458.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Gm;11111.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Ns;603.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Ni;25499.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;P;26100.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;PH;26100.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Tb;3930.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Tc;21569.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Ve;1112.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Vi;4288.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Vp;735.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Vr;19364.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 08:00:00;2021-06-06 09:00:00;Vs;603.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;F1;243.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;F2;3529.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;F3;2796.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;F4;3335.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;F5;3970.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;F6;8105.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Gf;10665.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Gm;11313.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Ns;609.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Ni;26016.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;P;26624.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;PH;26624.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Tb;4038.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Tc;21978.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Ve;1156.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Vi;3773.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Vp;692.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Vr;20395.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 07:00:00;2021-06-06 08:00:00;Vs;609.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;F1;250.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;F2;3591.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;F3;2800.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;F4;3370.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;F5;4056.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;F6;8223.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Gf;10822.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Gm;11467.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Ns;645.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Ni;26333.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;P;26977.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;PH;26977.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Tb;4044.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Tc;22290.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Ve;1229.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Vi;3305.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Vp;616.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Vr;21183.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 06:00:00;2021-06-06 07:00:00;Vs;645.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;F1;256.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;F2;3626.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;F3;2841.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;F4;3424.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;F5;4115.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;F6;8351.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Gf;10951.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Gm;11663.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Ns;684.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Ni;26714.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;P;27398.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;PH;27398.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Tb;4100.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Tc;22614.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Ve;1253.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Vi;3108.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Vp;561.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Vr;21792.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 05:00:00;2021-06-06 06:00:00;Vs;684.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;F1;262.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;F2;3672.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;F3;2870.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;F4;3448.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;F5;4176.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;F6;8506.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Gf;11062.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Gm;11873.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Ns;737.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Ni;27058.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;P;27795.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;PH;27795.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Tb;4124.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Tc;22935.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Ve;1267.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Vi;3082.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Vp;536.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Vr;22174.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 04:00:00;2021-06-06 05:00:00;Vs;737.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;F1;265.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;F2;4309.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;F3;3275.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;F4;3809.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;F5;4596.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;F6;8976.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;Gf;12155.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;Gm;13076.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-06 21:00:00;2021-06-06 22:00:00;Ns;800.0
