layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;F1;308.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;F2;4561.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;F3;3614.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;F4;4616.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;F5;5735.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;F6;10148.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Gf;14453.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Gm;14530.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Ns;673.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Ni;35134.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;P;35807.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;PH;35807.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Tb;6151.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Tc;28983.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Ve;1015.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Vi;9166.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Vp;5110.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Vr;19844.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 15:00:00;2021-05-05 16:00:00;Vs;673.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;F1;300.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;F2;4476.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;F3;3662.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;F4;4731.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;F5;5849.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;F6;10115.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Gf;14443.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Gm;14690.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Ns;615.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Ni;35338.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;P;35952.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;PH;35952.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Tb;6205.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Tc;29133.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Ve;1002.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Vi;9353.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Vp;5618.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Vr;19365.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 14:00:00;2021-05-05 15:00:00;Vs;615.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;F1;313.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;F2;4445.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;F3;3616.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;F4;4764.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;F5;5861.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;F6;10108.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;Gf;14461.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;Gm;14645.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;Ns;620.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-05 13:00:00;2021-05-05 14:00:00;Ni;35204.0
