layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;F1;250.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;F2;3554.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;F3;2752.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;F4;3360.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;F5;4194.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;F6;8146.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Gf;10835.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Gm;11421.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Ns;642.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Ni;26479.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;P;27121.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;PH;27121.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Tb;4223.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Tc;22256.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Ve;1242.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Vi;5255.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Vp;777.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Vr;19205.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 09:00:00;2021-05-23 10:00:00;Vs;642.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;F1;236.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;F2;3601.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;F3;2820.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;F4;3384.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;F5;4220.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;F6;8151.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Gf;10940.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Gm;11473.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Ns;659.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Ni;26739.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;P;27397.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;PH;27397.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Tb;4326.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Tc;22412.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Ve;1260.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Vi;4461.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-23 08:00:00;2021-05-23 09:00:00;Vp;679.0
