layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;F1;297.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;F2;4328.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;F3;3439.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;F4;4115.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;F5;5044.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;F6;9962.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Gf;13287.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Gm;13898.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Ns;749.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Ni;33133.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;P;33881.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;PH;33881.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Tb;5948.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Tc;27185.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Ve;1061.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Vi;4464.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Vp;1235.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Vr;26372.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 21:00:00;2021-05-17 22:00:00;Vs;749.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;F1;304.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;F2;4291.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;F3;3417.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;F4;4169.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;F5;5103.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;F6;9869.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;Gf;13357.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;Gm;13796.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;Ns;751.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-17 20:00:00;2021-05-17 21:00:00;Ni;33142.0
