layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;F1;274.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;F2;4002.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;F3;3106.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;F4;3906.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;F5;4855.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;F6;8777.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Gf;11933.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Gm;12987.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Ns;632.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Ni;29643.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;P;30274.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;PH;30274.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Tb;4723.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Tc;24920.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Ve;1338.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Vi;8089.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Vp;1437.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Vr;18779.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 15:00:00;2021-05-08 16:00:00;Vs;632.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 14:00:00;2021-05-08 15:00:00;F1;294.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 14:00:00;2021-05-08 15:00:00;F2;3910.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-08 14:00:00;2021-05-08 15:00:00;F3;3069.0
