layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;F1;299.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;F2;4188.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;F3;3472.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;F4;4477.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;F5;5537.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;F6;9473.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Gf;13278.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Gm;14166.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Ns;833.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Ni;32864.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;P;33697.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;PH;33697.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Tb;5420.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Tc;27444.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Ve;1069.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Vi;8787.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Vp;4577.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Vr;18431.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 15:00:00;2021-06-04 16:00:00;Vs;833.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;F1;310.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;F2;4296.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;F3;3620.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;F4;4649.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;F5;5693.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;F6;9607.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Gf;13636.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Gm;14540.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Ns;788.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Ni;33698.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;P;34485.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;PH;34485.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Tb;5523.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Tc;28175.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Ve;1121.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Vi;9108.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Vp;5193.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Vr;18276.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 14:00:00;2021-06-04 15:00:00;Vs;788.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;F1;331.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;F2;4308.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;F3;3653.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;F4;4713.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;F5;5755.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;F6;9662.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Gf;13890.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Gm;14532.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Ns;764.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Ni;33923.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;P;34686.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;PH;34686.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Tb;5501.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Tc;28422.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Ve;1104.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Vi;9121.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Vp;5474.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Vr;18224.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 13:00:00;2021-06-04 14:00:00;Vs;764.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 12:00:00;2021-06-04 13:00:00;F1;328.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 12:00:00;2021-06-04 13:00:00;F2;4327.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 12:00:00;2021-06-04 13:00:00;F3;3673.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 12:00:00;2021-06-04 13:00:00;F4;4762.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 12:00:00;2021-06-04 13:00:00;F5;5754.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 12:00:00;2021-06-04 13:00:00;F6;9597.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-04 12:00:00;2021-06-04 13:00:00;Gf;13991.0
