layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;F1;304.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;F2;4493.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;F3;3498.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;F4;4791.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;F5;6022.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;F6;10179.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Gf;14614.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Gm;14673.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Ns;638.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Ni;35495.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;P;36133.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;PH;36133.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Tb;6208.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Tc;29288.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Ve;934.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Vi;9550.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Vp;6145.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Vr;18866.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 09:00:00;2021-05-11 10:00:00;Vs;638.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;F1;310.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;F2;4403.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;F3;3468.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;F4;4783.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;F5;5925.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;F6;10026.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Gf;14452.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Gm;14465.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Ns;627.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Ni;35135.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;P;35761.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;PH;35761.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Tb;6219.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Tc;28916.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Ve;934.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Vi;9214.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Vp;5875.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Vr;19111.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 08:00:00;2021-05-11 09:00:00;Vs;627.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 07:00:00;2021-05-11 08:00:00;F1;307.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-05-11 07:00:00;2021-05-11 08:00:00;F2;4262.0
