layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;F1;359.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;F2;4431.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;F3;3561.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;F4;4892.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;F5;5972.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;F6;9915.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Gf;14574.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Gm;14555.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Ns;634.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Ni;35110.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;P;35743.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;PH;35743.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Tb;5981.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Tc;29129.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Ve;875.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Vi;10040.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Vp;6268.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Vr;17927.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 09:00:00;2021-06-08 10:00:00;Vs;634.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;F1;364.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;F2;4390.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;F3;3552.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;F4;4855.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;F5;5956.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;F6;9807.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Gf;14613.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Gm;14311.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Ns;640.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Ni;34939.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;P;35578.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;PH;35578.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Tb;6014.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Tc;28925.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Ve;853.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Vi;9563.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Vp;6003.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Vr;18520.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 08:00:00;2021-06-08 09:00:00;Vs;640.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;F1;360.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;F2;4307.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;F3;3434.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;F4;4677.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;F5;5664.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;F6;9572.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;Gf;14143.0
8597bcee-3925-4c86-a120-9f3a54781a81;2021-06-08 07:00:00;2021-06-08 08:00:00;Gm;13873.0
