layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;F1;280.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;F2;4804.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;F3;3439.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;F4;4318.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;F5;4863.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;F6;9654.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Gf;13093.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Gm;14265.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Ns;714.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Ni;32357.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;P;33070.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;PH;33070.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Tb;4999.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Tc;27358.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Ve;885.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Vi;6372.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Vp;945.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Vr;24154.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 21:00:00;2020-06-12 22:00:00;Vs;714.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;F1;282.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;F2;4615.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;F3;3488.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;F4;4287.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;F5;4953.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;F6;9691.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;Gf;13195.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;Gm;14121.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;Ns;719.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;Ni;32393.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;P;33111.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;PH;33111.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-06-12 20:00:00;2020-06-12 21:00:00;Tb;5077.0
