layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;F1;221.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;F2;3972.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;F3;3349.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;F4;4154.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;F5;4712.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;F6;9810.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Gf;12800.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Gm;13418.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Ns;418.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Ni;30733.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;P;31150.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;PH;31150.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Tb;4515.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Tc;26217.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Ve;281.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Vi;2459.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Vp;604.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Vr;27389.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 21:00:00;2020-05-10 22:00:00;Vs;418.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;F1;221.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;F2;3970.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;F3;3393.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;F4;4164.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;F5;4747.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;F6;9812.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Gf;12797.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Gm;13509.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Ns;423.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Ni;30806.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;P;31228.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;PH;31228.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Tb;4500.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Tc;26306.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Ve;272.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-10 20:00:00;2020-05-10 21:00:00;Vi;2729.0
