layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;F1;245.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;F2;4069.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;F3;3287.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;F4;4162.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;F5;4780.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;F6;9937.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Gf;12825.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Gm;13655.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Ns;517.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Ni;30861.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;P;31377.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;PH;31377.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Tb;4380.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Tc;26481.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Ve;300.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Vi;3519.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Vp;789.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Vr;26253.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 19:00:00;2020-05-09 20:00:00;Vs;517.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;F1;238.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;F2;4061.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;F3;3260.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;F4;4142.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;F5;4758.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;F6;9907.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;Gf;12774.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;Gm;13591.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;Ns;521.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;Ni;30708.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;P;31228.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;PH;31228.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;Tb;4343.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-09 18:00:00;2020-05-09 19:00:00;Tc;26365.0
