layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;F1;239.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;F2;3867.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;F3;3225.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;F4;4045.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;F5;4632.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;F6;9457.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Gf;12375.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Gm;13090.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Ns;435.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Ni;30435.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;P;30869.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;PH;30869.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Tb;4970.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Tc;25465.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Ve;262.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Vi;1959.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Vp;674.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Vr;27541.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 03:00:00;2020-05-15 04:00:00;Vs;435.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;F1;243.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;F2;3919.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;F3;3276.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;F4;4114.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;F5;4711.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;F6;9654.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Gf;12592.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Gm;13324.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Ns;447.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Ni;30978.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;P;31425.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;PH;31425.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Tb;5062.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Tc;25916.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Ve;271.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Vi;1997.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Vp;770.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Vr;27941.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 02:00:00;2020-05-15 03:00:00;Vs;447.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;F1;247.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;F2;3965.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;F3;3310.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;F4;4169.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;F5;4760.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;F6;9799.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Gf;12760.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Gm;13491.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Ns;450.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Ni;31360.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;P;31809.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;PH;31809.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Tb;5109.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Tc;26251.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Ve;272.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Vi;2085.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Vp;828.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Vr;28176.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 01:00:00;2020-05-15 02:00:00;Vs;450.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;F1;249.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;F2;4010.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;F3;3343.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;F4;4207.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;F5;4807.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;F6;9899.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Gf;12920.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Gm;13595.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Ns;463.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Ni;31678.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;P;32140.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;PH;32140.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Tb;5163.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Tc;26515.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Ve;271.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Vi;2180.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Vp;887.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Vr;28340.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 00:00:00;2020-05-15 01:00:00;Vs;463.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;F1;255.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;F2;4093.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;F3;3391.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;F4;4269.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;F5;4901.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;F6;10053.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Gf;13163.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Gm;13800.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Ns;474.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Ni;32137.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;P;32609.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;PH;32609.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Tb;5174.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Tc;26963.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Ve;272.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Vi;2267.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Vp;958.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Vr;28640.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 23:00:00;2020-05-15 00:00:00;Vs;474.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;F1;256.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;F2;4104.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;F3;3421.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;F4;4297.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;F5;4942.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;F6;10055.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Gf;13173.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Gm;13901.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Ns;479.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Ni;32253.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;P;32731.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;PH;32731.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Tb;5179.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Tc;27074.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Ve;272.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Vi;2365.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Vp;1025.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Vr;28590.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-14 22:00:00;2020-05-14 23:00:00;Vs;479.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 15:00:00;2020-05-15 16:00:00;F1;235.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 15:00:00;2020-05-15 16:00:00;F2;4133.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 15:00:00;2020-05-15 16:00:00;F3;3591.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-15 15:00:00;2020-05-15 16:00:00;F4;4490.0
