layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;F1;224.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;F2;3983.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;F3;3613.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;F4;4747.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;F5;5513.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;F6;9733.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Gf;13513.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Gm;14301.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Ns;436.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Ni;33178.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;P;33613.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;PH;33613.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Tb;5364.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Tc;27813.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Ve;344.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Vi;5523.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Vp;4054.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Vr;23257.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 09:00:00;2020-05-11 10:00:00;Vs;436.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;F1;221.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;F2;3968.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;F3;3564.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;F4;4704.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;F5;5514.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;F6;9629.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;Gf;13356.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;Gm;14244.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;Ns;413.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;Ni;32961.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;P;33374.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;PH;33374.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-11 08:00:00;2020-05-11 09:00:00;Tb;5361.0
