layerid;datefrom;dateto;datatype;datavalue
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;F1;252.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;F2;3989.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;F3;3289.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;F4;4091.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;F5;4666.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;F6;9652.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Gf;12613.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Gm;13326.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Ns;438.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Ni;30862.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;P;31299.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;PH;31299.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Tb;4924.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Tc;25938.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Ve;288.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Vi;2033.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Vp;634.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Vr;27908.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 03:00:00;2020-05-07 04:00:00;Vs;438.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 02:00:00;2020-05-07 03:00:00;F1;258.0
8597bcee-3925-4c86-a120-9f3a54781a81;2020-05-07 02:00:00;2020-05-07 03:00:00;F2;4037.0
